counterexample_type,episode_id,event_id,scale,representation,detail
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00186,F000479,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00186,F000479,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00186,F000479,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00186,F000479,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00186,F000479,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00186,F000479,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00187,F000480,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00188,F000481,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00189,F000482,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00190,F000483,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00191,F000484,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00192,F000485,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00193,F000486,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00194,F000522,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00195,F000523,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00196,F000524,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00197,F000529,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00198,F000533,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00199,F000534,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00200,F000535,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00201,F000536,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00202,F000539,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,15m,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,15m,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,15m,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,15m,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,15m,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,1H,FIXED_8,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,1H,DIRECTION_RUN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,1H,ATR_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,1H,CONFIRMED_DIRECTION_CHANGE,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00203,F000540,1H,HYBRID_ORIGIN,NO_CLOSED_BAR
INVALID_REPRESENTATION_OR_HISTORY,FUNDING|FUNDING_HIGH|8H|00204,F000541,15m,FIXED_8,NO_CLOSED_BAR
